,location,size,total_sqft,bath,price,bhk,price_per_sqft
10998,KR Puram,2 BHK,1204.0,2.0,58.0,2,4817
11000,Hennur Road,2 BHK,1460.0,2.0,80.3,2,5500
11001,Dodda Nekkundi,2 BHK,1100.0,2.0,41.18,2,3743
11002,other,2 BHK,1310.0,2.0,88.0,2,6717
11004,other,2 BHK,1250.0,2.0,55.0,2,4400
11008,Singasandra,2 BHK,1416.0,2.0,67.0,2,4731
11009,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017
11014,Rajiv Nagar,2 BHK,972.0,2.0,43.0,2,4423
11016,Bellandur,2 BHK,1185.0,2.0,47.39,2,3999
11019,Balagere,2 BHK,1007.0,2.0,68.0,2,6752
11021,Whitefield,2 BHK,1250.0,2.0,85.0,2,6800
11022,other,2 BHK,1200.0,2.0,54.0,2,4500
11023,Horamavu Agara,2 BHK,994.0,2.0,42.28,2,4253
11024,Ramamurthy Nagar,2 BHK,1150.0,2.0,40.0,2,3478
11025,Thanisandra,2 BHK,1220.0,2.0,46.0,2,3770
11026,other,2 BHK,1441.0,2.0,115.0,2,7980
11027,Old Madras Road,2 BHK,1157.0,2.0,47.32,2,4089
11029,Thigalarapalya,2 BHK,1400.0,2.0,105.0,2,7500
11032,Judicial Layout,2 BHK,900.0,2.0,40.0,2,4444
11033,other,1 BHK,418.0,1.0,17.0,1,4066
11035,ISRO Layout,2 BHK,1200.0,2.0,43.0,2,3583
11036,Talaghattapura,2 BHK,1062.0,2.0,42.48,2,4000
11037,Kanakpura Road,2 BHK,1120.0,2.0,51.0,2,4553
11038,Bannerghatta Road,2 BHK,1012.0,2.0,44.0,2,4347
11041,other,2 BHK,675.0,2.0,13.5,2,2000
11042,Kanakpura Road,2 BHK,1430.0,2.0,78.0,2,5454
11048,Sonnenahalli,2 BHK,1011.0,2.0,59.0,2,5835
11050,Sarjapur  Road,2 BHK,1129.0,2.0,69.0,2,6111
11051,Sarjapura - Attibele Road,2 BHK,1126.0,2.0,36.0,2,3197
11057,TC Palaya,2 BHK,1082.0,2.0,64.0,2,5914
11059,other,1 BHK,610.0,1.0,28.0,1,4590
11063,CV Raman Nagar,2 BHK,1125.0,2.0,46.0,2,4088
11065,Kengeri Satellite Town,2 BHK,777.4,2.0,25.0,2,3215
11069,Whitefield,2 BHK,1115.0,2.0,51.91,2,4655
11070,Kengeri,1 BHK,400.0,1.0,25.0,1,6250
11071,Rajaji Nagar,2 BHK,1200.0,2.0,70.0,2,5833
11072,Ananth Nagar,2 BHK,992.0,2.0,24.8,2,2500
11073,other,2 BHK,950.0,2.0,57.0,2,6000
11075,Bellandur,2 BHK,1200.0,2.0,62.0,2,5166
11078,HSR Layout,2 BHK,1009.0,2.0,56.0,2,5550
11081,other,2 BHK,985.0,2.0,45.0,2,4568
11083,Whitefield,2 BHK,1277.0,2.0,77.0,2,6029
11084,other,2 BHK,1100.0,2.0,62.0,2,5636
11090,Hennur,2 BHK,1255.0,2.0,52.35,2,4171
11091,Kanakpura Road,2 BHK,700.0,2.0,36.0,2,5142
11092,Somasundara Palya,2 BHK,1140.0,2.0,46.0,2,4035
11093,Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887
11098,Kaikondrahalli,2 BHK,1250.0,2.0,78.0,2,6240
11101,Jalahalli,2 BHK,1244.0,2.0,88.0,2,7073
11103,Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2,2787
11104,Sarjapur  Road,2 BHK,1034.0,2.0,38.0,2,3675
11107,7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800
11110,Yelahanka,2 BHK,1140.0,2.0,50.66,2,4443
11121,Whitefield,2 BHK,1245.0,2.0,59.76,2,4800
11123,Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2,5514
11125,KR Puram,1 BHK,700.0,1.0,21.5,1,3071
11127,Jigani,2 BHK,943.0,2.0,48.0,2,5090
11128,Pai Layout,2 Bedroom,1150.0,2.0,170.0,2,14782
11129,Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2,3998
11131,other,2 BHK,1279.0,2.0,100.0,2,7818
11132,other,2 BHK,1256.0,2.0,60.0,2,4777
11136,Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2,9064
11139,Bisuvanahalli,2 BHK,845.0,2.0,32.0,2,3786
11140,other,2 BHK,900.0,2.0,25.0,2,2777
11141,Varthur,2 BHK,1210.0,2.0,64.15,2,5301
11142,Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750
11149,other,2 BHK,1185.0,2.0,42.66,2,3600
11154,Channasandra,2 BHK,1175.0,2.0,38.0,2,3234
11155,Jalahalli,2 BHK,1407.0,2.0,98.49,2,7000
11156,Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000
11159,Tumkur Road,2 BHK,1027.0,2.0,67.0,2,6523
11161,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017
11162,Rajaji Nagar,2 BHK,1260.0,2.0,113.0,2,8968
11167,other,2 Bedroom,1120.0,2.0,60.0,2,5357
11169,Hennur Road,2 BHK,1030.0,2.0,46.5,2,4514
11171,Kammasandra,2 BHK,1057.0,2.0,35.0,2,3311
11173,Thanisandra,2 BHK,1460.0,2.0,38.5,2,2636
11174,Hormavu,2 BHK,1075.0,2.0,53.7,2,4995
11178,Singasandra,2 BHK,1139.7,2.0,45.0,2,3948
11179,Whitefield,2 BHK,1074.0,2.0,42.8,2,3985
11180,Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844
11182,Sarjapur  Road,2 BHK,1323.0,2.0,74.0,2,5593
11183,Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650
11184,Kalena Agrahara,2 BHK,900.0,2.0,40.0,2,4444
11185,Sarjapura - Attibele Road,1 BHK,740.0,1.0,23.65,1,3195
11191,other,2 BHK,1308.0,2.0,86.0,2,6574
11196,Horamavu Agara,2 BHK,1107.83,2.0,41.51,2,3746
11197,Whitefield,2 Bedroom,1200.0,2.0,45.84,2,3820
11198,Electronic City,1 BHK,1090.0,2.0,31.48,1,2888
11201,Nagavara,2 BHK,1247.0,2.0,58.56,2,4696
11203,Kaggadasapura,2 BHK,1175.0,2.0,50.0,2,4255
11205,Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587
11206,other,2 BHK,1100.0,2.0,55.0,2,5000
11207,Kaval Byrasandra,2 Bedroom,935.0,2.0,78.0,2,8342
11208,Yelahanka,2 BHK,1200.0,2.0,60.0,2,5000
11210,other,2 BHK,1000.0,2.0,45.0,2,4500
11211,Uttarahalli,2 BHK,1000.0,2.0,52.0,2,5200
11217,Varthur,2 BHK,1402.0,2.0,95.0,2,6776
11219,other,2 BHK,1225.0,2.0,71.05,2,5800
11220,5th Phase JP Nagar,2 BHK,1080.0,2.0,53.0,2,4907
11223,Begur Road,2 BHK,1100.0,2.0,42.6,2,3872
11225,Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2,6500
11227,other,2 Bedroom,1200.0,3.0,78.0,2,6500
11233,Abbigere,2 BHK,985.0,2.0,38.92,2,3951
11234,Sarjapur,2 BHK,950.0,2.0,35.0,2,3684
11235,other,2 BHK,1339.0,2.0,55.0,2,4107
11238,other,2 BHK,1100.0,2.0,38.68,2,3516
11239,Hoskote,2 BHK,1003.5,2.0,28.095,2,2799
11241,other,2 BHK,1100.0,2.0,55.0,2,5000
11242,Electronic City,2 BHK,1140.0,2.0,32.92,2,2887
11245,Chandapura,2 BHK,800.0,1.0,30.0,2,3750
11248,other,2 BHK,1300.0,2.0,95.0,2,7307
11249,Kanakpura Road,2 BHK,1220.0,2.0,60.0,2,4918
11251,Whitefield,2 BHK,1170.0,2.0,56.0,2,4786
11252,other,2 BHK,1350.0,2.0,89.5,2,6629
11253,Kambipura,2 BHK,883.0,2.0,45.0,2,5096
11256,Ambalipura,2 BHK,1060.0,2.0,58.5,2,5518
11257,Somasundara Palya,2 BHK,1185.0,2.0,75.0,2,6329
11259,Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128
11260,Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351
11263,Hormavu,2 BHK,980.0,2.0,42.0,2,4285
11269,other,2 BHK,1175.0,2.0,70.0,2,5957
11270,other,2 BHK,1145.0,2.0,51.0,2,4454
11271,Bhoganhalli,2 BHK,970.0,2.0,52.5,2,5412
11272,Electronic City,2 BHK,1125.0,2.0,32.49,2,2888
11279,Jalahalli,1 BHK,1200.0,2.0,66.0,1,5500
11282,Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2,5495
11287,other,2 BHK,1090.0,2.0,32.0,2,2935
11289,Whitefield,2 BHK,1390.0,2.0,72.0,2,5179
11290,Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2,7800
11291,Kengeri,1 BHK,416.0,1.0,17.19,1,4132
11295,Thanisandra,2 BHK,1226.0,2.0,65.0,2,5301
11300,Hormavu,2 Bedroom,860.0,2.0,56.0,2,6511
11303,Whitefield,2 BHK,1190.0,2.0,70.0,2,5882
11304,JP Nagar,2 BHK,1133.0,2.0,33.99,2,3000
11308,Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2,5122
11313,Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2,3996
11315,Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471
11316,Thanisandra,2 BHK,1188.0,2.0,36.0,2,3030
11317,other,2 BHK,1060.0,2.0,52.0,2,4905
11319,Hennur,2 BHK,1255.0,2.0,54.5,2,4342
11321,Hormavu,2 BHK,1075.0,2.0,53.7,2,4995
11323,ITPL,2 BHK,900.0,2.0,27.0,2,3000
11324,Kudlu Gate,2 BHK,1183.0,2.0,79.54,2,6723
11325,HSR Layout,2 BHK,1100.0,2.0,44.0,2,4000
11328,Jakkur,2 BHK,1291.0,2.0,75.0,2,5809
11330,Electronic City,2 BHK,1060.0,2.0,55.0,2,5188
11334,Mahadevpura,2 BHK,1236.0,2.0,58.0,2,4692
11339,Electronic City,2 BHK,1200.0,2.0,34.66,2,2888
11341,Harlur,2 BHK,1225.0,2.0,56.0,2,4571
11342,Thanisandra,2 BHK,1056.0,2.0,75.0,2,7102
11347,other,1 Bedroom,1200.0,1.0,39.82,1,3318
11351,Jigani,2 BHK,918.0,2.0,56.0,2,6100
11354,Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2,6666
11355,other,2 BHK,927.0,2.0,37.0,2,3991
11358,Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881
11360,8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2,5298
11361,Malleshwaram,2 BHK,302.0,2.0,25.0,2,8278
11363,Yelahanka,1 BHK,827.5,1.0,42.535,1,5140
11368,other,2 BHK,760.0,2.0,37.49,2,4932
11374,other,1 Bedroom,410.0,1.0,48.0,1,11707
11376,Kadugodi,2 BHK,1088.0,2.0,44.0,2,4044
11377,Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2,3833
11379,Haralur Road,2 BHK,1309.0,2.0,82.0,2,6264
11382,other,2 Bedroom,880.0,1.0,90.0,2,10227
11386,5th Phase JP Nagar,2 BHK,1041.0,2.0,54.0,2,5187
11390,other,2 BHK,1293.0,2.0,80.0,2,6187
11391,Kengeri,2 BHK,1320.0,2.0,50.0,2,3787
11392,other,2 BHK,1280.0,2.0,68.48,2,5350
11393,Thanisandra,2 BHK,1245.0,2.0,83.05,2,6670
11394,Haralur Road,2 BHK,1027.0,1.0,44.0,2,4284
11395,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847
11400,Kumaraswami Layout,1 Bedroom,850.0,1.0,78.0,1,9176
11404,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
11407,Electronic City,2 BHK,1353.0,2.0,75.0,2,5543
11411,Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2,7559
11416,Electronic City,2 BHK,660.0,1.0,18.0,2,2727
11417,BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428
11420,Kasavanhalli,2 BHK,1585.0,2.0,90.0,2,5678
11422,Electronic City,2 BHK,1128.0,2.0,67.0,2,5939
11424,HSR Layout,2 BHK,1203.0,2.0,60.0,2,4987
11425,Mallasandra,2 BHK,905.0,2.0,35.0,2,3867
11427,Varthur,2 BHK,1105.0,2.0,38.0,2,3438
11428,Channasandra,2 Bedroom,1200.0,2.0,46.13,2,3844
11430,Whitefield,2 BHK,1105.0,2.0,35.4,2,3203
11431,Dasarahalli,2 BHK,1333.0,2.0,78.56,2,5893
11432,other,2 BHK,1065.0,2.0,45.0,2,4225
11433,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
11435,Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416
11436,Whitefield,2 BHK,1270.0,2.0,94.0,2,7401
11438,Chandapura,2 BHK,900.0,2.0,35.0,2,3888
11443,Mahalakshmi Layout,2 BHK,1080.0,2.0,67.0,2,6203
11444,other,2 BHK,1220.0,2.0,72.0,2,5901
11445,Begur Road,2 BHK,1200.0,2.0,44.4,2,3700
11446,Bommanahalli,2 BHK,1355.0,2.0,73.17,2,5400
11448,other,2 BHK,1500.0,2.0,60.0,2,4000
11449,Koramangala,2 BHK,1355.0,2.0,95.0,2,7011
11450,Electronic City,2 BHK,1070.0,2.0,57.0,2,5327
11452,Bommasandra,2 BHK,842.0,2.0,30.0,2,3562
11453,Bannerghatta Road,1 BHK,700.0,1.0,31.2,1,4457
11456,other,2 BHK,1100.0,2.0,75.0,2,6818
11457,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2,3389
11460,Thanisandra,2 BHK,1185.0,2.0,43.5,2,3670
11462,Whitefield,2 BHK,1220.0,2.0,89.0,2,7295
11463,Whitefield,2 BHK,1116.0,2.0,51.91,2,4651
11464,6th Phase JP Nagar,2 BHK,1192.0,2.0,75.0,2,6291
11469,other,2 Bedroom,1350.0,2.0,90.0,2,6666
11472,Hoodi,2 BHK,1447.0,3.0,76.0,2,5252
11473,Kanakpura Road,2 BHK,1329.0,2.0,107.0,2,8051
11478,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417
11479,other,1 BHK,705.0,1.0,65.0,1,9219
11480,Dasarahalli,2 BHK,1220.0,2.0,62.0,2,5081
11483,Kasavanhalli,2 BHK,1245.0,2.0,80.0,2,6425
11486,Gollarapalya Hosahalli,2 BHK,996.0,2.0,36.5,2,3664
11487,Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2,4400
11488,other,2 BHK,1250.0,2.0,75.0,2,6000
11489,Chandapura,2 BHK,975.0,2.0,24.86,2,2549
11491,Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2,4259
11492,other,2 BHK,1230.0,2.0,50.0,2,4065
11493,Kammasandra,2 BHK,982.0,2.0,25.53,2,2599
11496,Horamavu Agara,2 BHK,1220.0,2.0,39.0,2,3196
11501,Malleshwaram,2 BHK,1500.0,2.0,140.0,2,9333
11504,other,2 BHK,1275.0,2.0,59.0,2,4627
11505,other,2 BHK,1040.0,2.0,36.4,2,3500
11511,Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368
11512,Yelahanka,2 BHK,1195.0,2.0,53.105,2,4443
11516,other,1 BHK,648.0,1.0,40.0,1,6172
11519,Kudlu,2 BHK,1027.0,2.0,44.0,2,4284
11522,Yelahanka New Town,1 BHK,650.0,1.0,18.0,1,2769
11524,Cooke Town,2 BHK,1100.0,2.0,90.0,2,8181
11526,Banashankari,2 BHK,1100.0,2.0,63.0,2,5727
11531,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417
11535,other,1 BHK,500.0,1.0,13.0,1,2600
11538,Kanakpura Road,2 BHK,1041.0,2.0,36.44,2,3500
11539,other,2 BHK,1128.0,2.0,48.4,2,4290
11541,other,2 BHK,1180.0,2.0,65.0,2,5508
11542,other,2 BHK,1200.0,2.0,60.0,2,5000
11544,Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555
11545,other,2 BHK,1000.0,2.0,45.0,2,4500
11546,Yelahanka New Town,2 Bedroom,600.0,2.0,80.0,2,13333
11548,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985
11550,Varthur,2 BHK,1760.0,2.0,85.0,2,4829
11551,other,2 BHK,975.0,2.0,55.0,2,5641
11552,other,2 BHK,1190.0,2.0,42.0,2,3529
11553,Kudlu,2 BHK,1110.0,2.0,46.0,2,4144
11555,Gunjur,2 BHK,1235.0,2.0,44.5,2,3603
11556,other,2 BHK,1275.0,2.0,55.0,2,4313
11557,other,2 BHK,1115.0,2.0,115.0,2,10313
11558,Harlur,2 BHK,1197.0,2.0,76.0,2,6349
11559,Begur Road,1 BHK,644.0,1.0,32.0,1,4968
11560,Bellandur,2 BHK,1251.0,2.0,47.0,2,3756
11561,Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2,2714
11562,other,2 BHK,1080.0,2.0,38.0,2,3518
11566,Hormavu,2 BHK,1206.0,2.0,55.0,2,4560
11568,7th Phase JP Nagar,1 BHK,750.0,1.0,47.0,1,6266
11569,Billekahalli,2 BHK,1035.0,2.0,90.0,2,8695
11571,Sarjapur  Road,1 BHK,702.0,1.0,35.8,1,5099
11573,HRBR Layout,2 BHK,1145.0,2.0,68.5,2,5982
11576,other,2 BHK,560.0,2.0,22.0,2,3928
11579,Old Madras Road,2 BHK,935.0,2.0,37.77,2,4039
11580,Old Madras Road,2 BHK,1171.0,2.0,73.0,2,6233
11581,Singasandra,2 BHK,1465.0,2.0,60.0,2,4095
11586,other,2 BHK,1170.0,2.0,39.0,2,3333
11587,other,2 BHK,1070.0,2.0,50.0,2,4672
11589,Kothanur,2 BHK,1140.0,2.0,56.0,2,4912
11592,other,2 BHK,1150.0,2.0,46.0,2,4000
11593,Jakkur,2 BHK,1473.0,2.0,85.0,2,5770
11599,Chamrajpet,2 BHK,650.0,2.0,45.0,2,6923
11603,R.T. Nagar,2 BHK,1080.0,2.0,48.0,2,4444
11605,other,2 BHK,1053.0,2.0,51.0,2,4843
11608,7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000
11612,Ulsoor,1 Bedroom,840.0,1.0,150.0,1,17857
11613,Uttarahalli,2 BHK,1000.0,2.0,39.5,2,3950
11615,Kammasandra,2 BHK,985.0,2.0,40.5,2,4111
11616,BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833
11621,other,2 BHK,1000.0,2.0,60.0,2,6000
11622,other,2 BHK,830.0,2.0,26.0,2,3132
11626,Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771
11628,HSR Layout,2 BHK,1120.0,2.0,70.0,2,6250
11632,Hennur Road,2 BHK,973.0,2.0,50.74,2,5214
11634,Banashankari,2 BHK,1020.0,2.0,40.79,2,3999
11636,Electronic City,1 BHK,750.0,1.0,35.0,1,4666
11637,Kambipura,2 BHK,883.0,2.0,49.0,2,5549
11638,other,2 Bedroom,660.0,2.0,76.0,2,11515
11641,Electronics City Phase 1,2 BHK,891.0,2.0,24.95,2,2800
11642,other,2 BHK,1275.0,2.0,76.0,2,5960
11645,Sarjapur  Road,2 BHK,1320.0,2.0,110.0,2,8333
11648,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484
11649,Whitefield,2 BHK,1370.0,2.0,56.0,2,4087
11651,other,1 BHK,793.0,1.0,40.0,1,5044
11652,GM Palaya,1 BHK,675.0,1.0,35.0,1,5185
11654,Whitefield,2 BHK,1050.0,2.0,43.0,2,4095
11655,Jalahalli East,2 BHK,1035.0,2.0,42.5,2,4106
11659,Electronics City Phase 1,2 BHK,1032.0,2.0,31.99,2,3099
11661,other,2 BHK,1100.0,2.0,38.0,2,3454
11663,Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900
11665,Amruthahalli,2 BHK,1025.0,2.0,42.0,2,4097
11668,Arekere,2 BHK,900.0,2.0,44.5,2,4944
11671,Akshaya Nagar,2 BHK,1200.0,2.0,45.0,2,3750
11675,5th Phase JP Nagar,2 BHK,812.0,2.0,42.0,2,5172
11676,Basaveshwara Nagar,2 BHK,1200.0,2.0,70.0,2,5833
11678,Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426
11682,Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769
11683,Anandapura,2 BHK,1141.0,2.0,50.0,2,4382
11685,Electronic City,2 BHK,1210.0,2.0,55.0,2,4545
11686,Hormavu,2 BHK,1310.0,2.0,67.0,2,5114
11691,Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,37.0,2,3523
11693,Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2,2982
11694,Varthur,2 BHK,1210.0,2.0,54.0,2,4462
11696,Sarjapur,1 BHK,633.0,1.0,17.09,1,2699
11697,Amruthahalli,1 BHK,485.0,1.0,19.5,1,4020
11698,Varthur,2 BHK,1112.0,2.0,40.0,2,3597
11699,other,2 Bedroom,1200.0,2.0,82.0,2,6833
11702,other,2 BHK,1195.0,2.0,42.4,2,3548
11704,Kundalahalli,2 BHK,1047.0,2.0,91.0,2,8691
11707,Bannerghatta Road,2 BHK,905.0,2.0,58.0,2,6408
11709,other,1 BHK,850.0,1.0,50.0,1,5882
11710,Bommasandra Industrial Area,2 BHK,1125.0,2.0,32.49,2,2888
11711,Tindlu,2 BHK,1165.0,2.0,59.8,2,5133
11712,other,2 BHK,933.0,2.0,55.0,2,5894
11714,Billekahalli,2 BHK,1125.0,2.0,65.0,2,5777
11715,other,2 BHK,865.0,2.0,33.0,2,3815
11717,Kalyan nagar,2 BHK,8840.0,2.0,300.0,2,3393
11720,Hosa Road,1 BHK,625.0,1.0,43.68,1,6988
11722,other,1 Bedroom,400.0,1.0,75.0,1,18750
11726,other,2 BHK,823.0,2.0,80.0,2,9720
11727,7th Phase JP Nagar,2 BHK,990.0,2.0,50.0,2,5050
11729,Kothanur,2 BHK,1185.0,2.0,59.0,2,4978
11730,Kadubeesanahalli,2 BHK,1140.0,2.0,78.0,2,6842
11734,Chandapura,1 BHK,520.0,1.0,14.04,1,2700
11735,other,2 BHK,1025.0,2.0,48.0,2,4682
11736,Whitefield,2 BHK,1216.0,2.0,72.0,2,5921
11737,Sarjapur  Road,2 BHK,1026.0,2.0,60.8,2,5925
11742,Bannerghatta,2 BHK,1320.0,2.0,50.0,2,3787
11745,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
11750,TC Palaya,2 BHK,1152.0,2.0,55.0,2,4774
11751,Thanisandra,2 BHK,965.0,2.0,54.0,2,5595
11754,Panathur,2 BHK,1075.0,2.0,60.0,2,5581
11757,Hebbal,2 BHK,1420.0,2.0,99.26,2,6990
11758,other,2 BHK,750.0,2.0,40.0,2,5333
11759,Yeshwanthpur,2 BHK,1169.0,2.0,64.08,2,5481
11761,Kengeri,2 BHK,1160.0,2.0,40.6,2,3500
11774,Begur Road,2 BHK,1241.0,2.0,64.0,2,5157
11775,Sarjapur  Road,2 BHK,1025.0,2.0,45.5,2,4439
11776,other,2 Bedroom,1500.0,1.0,218.0,2,14533
11777,Electronic City,2 BHK,1070.0,2.0,60.0,2,5607
11778,Begur,2 BHK,815.0,2.0,40.0,2,4907
11780,Malleshwaram,2 BHK,1400.0,2.0,190.0,2,13571
11783,Sarjapur  Road,2 BHK,1216.0,2.0,70.0,2,5756
11788,Kanakpura Road,2 Bedroom,1200.0,2.0,62.0,2,5166
11789,Marathahalli,2 BHK,1026.0,2.0,50.18,2,4890
11790,Hulimavu,1 BHK,450.0,1.0,20.0,1,4444
11791,KR Puram,2 BHK,1205.0,2.0,45.79,2,3800
11792,other,2 BHK,1368.0,2.0,87.0,2,6359
11793,Anekal,1 BHK,420.0,1.0,12.5,1,2976
11794,Doddakallasandra,2 BHK,1270.0,2.0,42.0,2,3307
11795,Anekal,2 BHK,614.0,1.0,28.0,2,4560
11796,Margondanahalli,2 Bedroom,1050.0,2.0,58.0,2,5523
11797,Yelahanka,2 BHK,1408.0,2.0,58.0,2,4119
11800,other,2 BHK,1160.0,2.0,57.0,2,4913
11802,Poorna Pragna Layout,2 BHK,960.0,2.0,50.0,2,5208
11803,NGR Layout,2 BHK,1021.0,2.0,46.0,2,4505
11805,Channasandra,2 BHK,1065.0,2.0,36.0,2,3380
11806,Attibele,1 BHK,400.0,1.0,10.25,1,2562
11808,Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555
11810,other,2 BHK,1175.0,2.0,83.0,2,7063
11813,Sanjay nagar,2 BHK,1050.0,2.0,59.0,2,5619
11818,Mysore Road,2 BHK,883.0,2.0,37.0,2,4190
11819,Kengeri,1 BHK,550.0,1.0,16.75,1,3045
11824,Whitefield,2 BHK,1158.0,2.0,55.0,2,4749
11830,Thanisandra,1 BHK,777.0,1.0,38.46,1,4949
11832,Kenchenahalli,2 BHK,1150.0,2.0,57.0,2,4956
11833,Yelahanka,2 BHK,1101.0,2.0,37.0,2,3360
11835,Hebbal,2 BHK,1252.0,2.0,92.0,2,7348
11837,Marathahalli,2 BHK,1270.0,2.0,80.0,2,6299
11838,Tumkur Road,2 BHK,992.0,2.0,70.0,2,7056
11840,other,2 BHK,893.0,2.0,34.5,2,3863
11843,Electronic City,2 BHK,1190.0,2.0,42.0,2,3529
11851,other,2 BHK,1138.0,2.0,32.0,2,2811
11853,Electronic City,2 BHK,880.0,2.0,19.0,2,2159
11856,Tindlu,2 BHK,1050.0,2.0,55.0,2,5238
11858,Ramamurthy Nagar,2 BHK,1050.0,2.0,37.8,2,3599
11860,Yelahanka,2 BHK,1104.0,2.0,58.0,2,5253
11861,Hennur Road,2 BHK,1165.0,2.0,67.0,2,5751
11862,Kudlu,2 BHK,1027.0,2.0,44.0,2,4284
11863,Hormavu,2 BHK,1310.0,2.0,60.0,2,4580
11864,other,2 BHK,1052.0,2.0,52.0,2,4942
11866,other,2 BHK,1000.0,2.0,45.0,2,4500
11868,Electronic City,2 BHK,1150.0,2.0,38.08,2,3311
11870,Varthur,2 BHK,986.0,2.0,31.0,2,3144
11871,Banashankari Stage III,1 Bedroom,1350.0,1.0,145.0,1,10740
11876,Kereguddadahalli,2 BHK,800.0,2.0,33.0,2,4125
11879,Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148
11880,Banashankari,2 BHK,1260.0,2.0,75.0,2,5952
11885,Harlur,2 BHK,1197.0,2.0,75.0,2,6265
11886,other,2 BHK,1050.0,2.0,45.0,2,4285
11894,Hennur Road,2 BHK,980.0,2.0,51.0,2,5204
11895,Dasanapura,2 BHK,966.0,2.0,58.0,2,6004
11897,Sarjapur  Road,2 BHK,1112.0,2.0,62.0,2,5575
11898,Electronic City,2 BHK,550.0,1.0,16.0,2,2909
11901,Yelahanka,2 BHK,1175.0,2.0,67.77,2,5767
11902,Whitefield,2 BHK,1175.0,2.0,41.0,2,3489
11903,Horamavu Banaswadi,2 BHK,1025.0,2.0,45.0,2,4390
11904,Hennur Road,2 BHK,1232.0,2.0,80.0,2,6493
11905,5th Phase JP Nagar,2 BHK,1010.0,2.0,57.0,2,5643
11906,Sarjapur  Road,2 BHK,1273.0,2.0,60.0,2,4713
11907,Battarahalli,2 BHK,1590.0,2.0,102.0,2,6415
11908,other,2 BHK,1100.0,2.0,58.5,2,5318
11912,Yelahanka,2 BHK,1322.0,2.0,77.9,2,5892
11913,7th Phase JP Nagar,1 Bedroom,1000.0,1.0,60.0,1,6000
11915,Electronic City Phase II,2 BHK,1135.0,2.0,46.0,2,4052
11918,Nagavarapalya,2 BHK,1260.0,2.0,85.5,2,6785
11924,other,2 BHK,1236.0,2.0,50.0,2,4045
11925,Uttarahalli,2 BHK,1125.0,1.0,45.0,2,4000
11926,KR Puram,2 BHK,1075.0,2.0,32.25,2,3000
11930,Kadugodi,2 BHK,1150.0,2.0,42.0,2,3652
11932,Hennur Road,2 BHK,1085.0,2.0,43.4,2,4000
